id,Municipality,ref: ISTAT,year,Waste type,Quantity,category
13390,,4022185,2015,Textiles (t),1.612,6
13391,,4022187,2015,Textiles (t),2.668,6
13392,22188,4022188,2015,Textiles (t),2.268,6
13393,22189,4022189,2015,Textiles (t),0.652,6
13394,22190,4022190,2015,Textiles (t),0.518,6
13395,22191,4022191,2015,Textiles (t),147,6
13396,,4022192,2015,Textiles (t),4.367,6
13397,22193,4022193,2015,Textiles (t),1.656,6
13398,,4022194,2015,Textiles (t),0.47,6
13399,22195,4022195,2015,Textiles (t),223,6
13400,22196,4022196,2015,Textiles (t),8.115,6
13401,22199,4022199,2015,Textiles (t),4.767,6
13402,22200,4022200,2015,Textiles (t),1.91,6
13403,,4022201,2015,Textiles (t),1.903,6
13404,22202,4022202,2015,Textiles (t),0.785,6
13405,22203,4022203,2015,Textiles (t),6.14,6
13406,,4022204,2015,Textiles (t),2.415,6
13407,22205,4022205,2015,Textiles (t),291.375,6
13408,,4022207,2015,Textiles (t),3.487,6
13409,,4022208,2015,Textiles (t),0.146,6
13410,22232,4022232,2015,Textiles (t),1.69,6
13411,22209,4022209,2015,Textiles (t),1.139,6
13412,22210,4022210,2015,Textiles (t),6.24,6
13413,,4022211,2015,Textiles (t),2.482,6
13414,,4022212,2015,Textiles (t),172,6
13415,22213,4022213,2015,Textiles (t),5.694,6
13416,,4022215,2015,Textiles (t),3.933,6
13417,,4022216,2015,Textiles (t),0.337,6
13418,,4022217,2015,Textiles (t),2.168,6
13419,,4022220,2015,Textiles (t),0.761,6
13420,,4022219,2015,Textiles (t),1.967,6
13421,,4022221,2015,Textiles (t),18,6
13422,22222,4022222,2015,Textiles (t),7.767,6
13423,,4022223,2015,Textiles (t),1.377,6
13424,22224,4022224,2015,Textiles (t),4.28,6
13425,,4022225,2015,Textiles (t),6.115,6
13426,22226,4022226,2015,Textiles (t),4.954,6
13427,,4022227,2015,Textiles (t),0.493,6
13428,22001,4022001,2016,Textiles (t),41.349,6
13429,22002,4022002,2016,Textiles (t),3.69,6
13430,22003,4022003,2016,Textiles (t),7.61,6
13431,22235,4022235,2016,Textiles (t),4.428,6
13432,,4022236,2016,Textiles (t),5.795,6
13433,22237,4022237,2016,Textiles (t),135,6
13434,22005,4022005,2016,Textiles (t),9.88,6
13435,22006,4022006,2016,Textiles (t),12.537,6
13436,22007,4022007,2016,Textiles (t),16.19,6
13437,,4022009,2016,Textiles (t),934,6
13438,22011,4022011,2016,Textiles (t),2.496,6
13439,22013,4022013,2016,Textiles (t),594,6
13440,22015,4022015,2016,Textiles (t),0.185,6
13441,22017,4022017,2016,Textiles (t),4.857,6
13442,22018,4022018,2016,Textiles (t),1.39,6
13443,22021,4022021,2016,Textiles (t),1.973,6
13444,22238,4022238,2016,Textiles (t),5.517,6
13445,22239,4022239,2016,Textiles (t),244,6
13446,22022,4022022,2016,Textiles (t),2.829,6
13447,22025,4022025,2016,Textiles (t),18.18,6
13448,22026,4022026,2016,Textiles (t),0.421,6
13449,,4022027,2016,Textiles (t),1.323,6
13450,22029,4022029,2016,Textiles (t),2.925,6
13451,,4022030,2016,Textiles (t),0.567,6
13452,22032,4022032,2016,Textiles (t),1.634,6
13453,22033,4022033,2016,Textiles (t),1.517,6
13454,22034,4022034,2016,Textiles (t),3.186,6
13455,22035,4022035,2016,Textiles (t),8.356,6
13456,22036,4022036,2016,Textiles (t),0.47,6
13457,22037,4022037,2016,Textiles (t),2.481,6
13458,22038,4022038,2016,Textiles (t),0.507,6
13459,22039,4022039,2016,Textiles (t),4.757,6
13460,22040,4022040,2016,Textiles (t),1.362,6
13461,,4022041,2016,Textiles (t),4.279,6
13462,22042,4022042,2016,Textiles (t),5.688,6
13463,22043,4022043,2016,Textiles (t),0.206,6
13464,22045,4022045,2016,Textiles (t),0.665,6
13465,22240,4022240,2016,Textiles (t),1.348,6
13466,,4022046,2016,Textiles (t),1.116,6
13467,22048,4022048,2016,Textiles (t),0.605,6
13468,22047,4022047,2016,Textiles (t),5.726,6
13469,22049,4022049,2016,Textiles (t),0.425,6
13470,22050,4022050,2016,Textiles (t),12.179,6
13471,22051,4022051,2016,Textiles (t),2.268,6
13472,22052,4022052,2016,Textiles (t),1.655,6
13473,22053,4022053,2016,Textiles (t),7.514,6
13474,22054,4022054,2016,Textiles (t),0.32,6
13475,22241,4022241,2016,Textiles (t),6.12,6
13476,22058,4022058,2016,Textiles (t),1.797,6
13477,22059,4022059,2016,Textiles (t),0.163,6
13478,22060,4022060,2016,Textiles (t),0.507,6
13479,22061,4022061,2016,Textiles (t),6.826,6
13480,22062,4022062,2016,Textiles (t),11.42,6
13481,,4022063,2016,Textiles (t),1.173,6
13482,22228,4022228,2016,Textiles (t),10.417,6
13483,22064,4022064,2016,Textiles (t),1.981,6
13484,,4022242,2016,Textiles (t),2.452,6
13485,22068,4022068,2016,Textiles (t),1.576,6
13486,,4022070,2016,Textiles (t),1.739,6
13487,22071,4022071,2016,Textiles (t),0.72,6
13488,22074,4022074,2016,Textiles (t),2.111,6
13489,22233,4022233,2016,Textiles (t),3.389,6
13490,22078,4022078,2016,Textiles (t),0.28,6
13491,22079,4022079,2016,Textiles (t),0.58,6
13492,,4022080,2016,Textiles (t),1.692,6
13493,22081,4022081,2016,Textiles (t),3.817,6
13494,,4022083,2016,Textiles (t),3.227,6
13495,,4022085,2016,Textiles (t),0.317,6
13496,22087,4022087,2016,Textiles (t),10.59,6
13497,,4022088,2016,Textiles (t),2.798,6
13498,22089,4022089,2016,Textiles (t),2.3,6
13499,,4022090,2016,Textiles (t),0.273,6
13500,22091,4022091,2016,Textiles (t),181,6
13501,22092,4022092,2016,Textiles (t),6.421,6
13502,22093,4022093,2016,Textiles (t),3.194,6
13503,22095,4022095,2016,Textiles (t),0.891,6
13504,22097,4022097,2016,Textiles (t),0.376,6
13505,22098,4022098,2016,Textiles (t),2.608,6
13506,22102,4022102,2016,Textiles (t),2.14,6
13507,22103,4022103,2016,Textiles (t),22.533,6
13508,22229,4022229,2016,Textiles (t),2.77,6
13509,22104,4022104,2016,Textiles (t),6.309,6
13510,22106,4022106,2016,Textiles (t),1.383,6
13511,22108,4022108,2016,Textiles (t),2.228,6
13512,,4022109,2016,Textiles (t),0.999,6
13513,22243,4022243,2016,Textiles (t),7.329,6
13514,,4022110,2016,Textiles (t),2.207,6
13515,,4022111,2016,Textiles (t),156,6
13516,22112,4022112,2016,Textiles (t),0.379,6
13517,22113,4022113,2016,Textiles (t),1.846,6
13518,22114,4022114,2016,Textiles (t),0.98,6
13519,22115,4022115,2016,Textiles (t),0.529,6
13520,22116,4022116,2016,Textiles (t),13.902,6
13521,22117,4022117,2016,Textiles (t),17.805,6
13522,22118,4022118,2016,Textiles (t),8.27,6
13523,22120,4022120,2016,Textiles (t),6.258,6
13524,22123,4022123,2016,Textiles (t),9.745,6
13525,22124,4022124,2016,Textiles (t),1.655,6
13526,,4022126,2016,Textiles (t),3.487,6
13527,22127,4022127,2016,Textiles (t),2.451,6
13528,22128,4022128,2016,Textiles (t),6.833,6
13529,22129,4022129,2016,Textiles (t),0.442,6
13530,22130,4022130,2016,Textiles (t),0.328,6
13531,22131,4022131,2016,Textiles (t),2.589,6
13532,,4022133,2016,Textiles (t),0.123,6
13533,,4022134,2016,Textiles (t),2.203,6
13534,22136,4022136,2016,Textiles (t),2.554,6
13535,22137,4022137,2016,Textiles (t),2.157,6
13536,22138,4022138,2016,Textiles (t),1.183,6
13537,22139,4022139,2016,Textiles (t),39.551,6
13538,,4022234,2016,Textiles (t),445,6
13539,22142,4022142,2016,Textiles (t),0.338,6
13540,22143,4022143,2016,Textiles (t),22.123,6
13541,22144,4022144,2016,Textiles (t),2.641,6
13542,,4022244,2016,Textiles (t),5.168,6
13543,,4022145,2016,Textiles (t),2.988,6
13544,22230,4022230,2016,Textiles (t),12.166,6
13545,22147,4022147,2016,Textiles (t),12.837,6
13546,,4022245,2016,Textiles (t),2.499,6
13547,22150,4022150,2016,Textiles (t),3.657,6
13548,,4022152,2016,Textiles (t),272,6
13549,22153,4022153,2016,Textiles (t),8.482,6
13550,,4022154,2016,Textiles (t),125,6
13551,22155,4022155,2016,Textiles (t),2.673,6
13552,22156,4022156,2016,Textiles (t),1.271,6
13553,22157,4022157,2016,Textiles (t),0.178,6
13554,22135,4022135,2016,Textiles (t),505,6
13555,22159,4022159,2016,Textiles (t),1.319,6
13556,,4022160,2016,Textiles (t),463,6
13557,22161,4022161,2016,Textiles (t),47.482,6
13558,,4022162,2016,Textiles (t),0.999,6
13559,22163,4022163,2016,Textiles (t),1.557,6
13560,22164,4022164,2016,Textiles (t),069,6
13561,22165,4022165,2016,Textiles (t),0.223,6
13562,22231,4022231,2016,Textiles (t),5.429,6
13563,,4022167,2016,Textiles (t),7.81,6
13564,,4022168,2016,Textiles (t),0.707,6
13565,22169,4022169,2016,Textiles (t),1.557,6
13566,22170,4022170,2016,Textiles (t),1.641,6
13567,22171,4022171,2016,Textiles (t),0.586,6
13568,22172,4022172,2016,Textiles (t),3.977,6
13569,22246,4022246,2016,Textiles (t),9.3,6
13570,22173,4022173,2016,Textiles (t),0.772,6
13571,22177,4022177,2016,Textiles (t),2.228,6
13572,22179,4022179,2016,Textiles (t),4.955,6
13573,22180,4022180,2016,Textiles (t),3.424,6
13574,22181,4022181,2016,Textiles (t),1.172,6
13575,22182,4022182,2016,Textiles (t),4.162,6
13576,22183,4022183,2016,Textiles (t),12.848,6
13577,22184,4022184,2016,Textiles (t),2.358,6
13578,22188,4022188,2016,Textiles (t),0.833,6
13579,22189,4022189,2016,Textiles (t),0.236,6
13580,22190,4022190,2016,Textiles (t),0.671,6
13581,22191,4022191,2016,Textiles (t),1.526,6
13582,22193,4022193,2016,Textiles (t),235,6
13583,22195,4022195,2016,Textiles (t),1.182,6
13584,22196,4022196,2016,Textiles (t),882,6
13585,22199,4022199,2016,Textiles (t),1065,6
13586,22200,4022200,2016,Textiles (t),2.168,6
13587,22202,4022202,2016,Textiles (t),0.293,6
13588,22203,4022203,2016,Textiles (t),5.27,6
13589,22247,4022247,2016,Textiles (t),67,6
13590,22205,4022205,2016,Textiles (t),308.16,6
13591,22232,4022232,2016,Textiles (t),3.502,6
13592,22209,4022209,2016,Textiles (t),18,6
13593,22210,4022210,2016,Textiles (t),5.84,6
13594,22248,4022248,2016,Textiles (t),1341,6
13595,,4022211,2016,Textiles (t),2.433,6
13596,22213,4022213,2016,Textiles (t),3.992,6
13597,,4022216,2016,Textiles (t),0.408,6
13598,,4022217,2016,Textiles (t),1.992,6
13599,,4022249,2016,Textiles (t),848,6
13600,22222,4022222,2016,Textiles (t),5.956,6
13601,22224,4022224,2016,Textiles (t),4.66,6
13602,,4022225,2016,Textiles (t),4.413,6
13603,22226,4022226,2016,Textiles (t),4.96,6
13604,22001,4022001,2017,Textiles (t),39.119,6
13605,22002,4022002,2017,Textiles (t),2.821,6
13606,22003,4022003,2017,Textiles (t),5.819,6
13607,22235,4022235,2017,Textiles (t),3.386,6
13608,,4022236,2017,Textiles (t),15.31,6
13609,22237,4022237,2017,Textiles (t),1.441,6
13610,22005,4022005,2017,Textiles (t),7.555,6
13611,22006,4022006,2017,Textiles (t),9.396,6
13612,22007,4022007,2017,Textiles (t),20.33,6
13613,,4022009,2017,Textiles (t),13.809,6
13614,22011,4022011,2017,Textiles (t),3.811,6
13615,22013,4022013,2017,Textiles (t),4.534,6
13616,22015,4022015,2017,Textiles (t),0.197,6
13617,22017,4022017,2017,Textiles (t),3.783,6
13618,22018,4022018,2017,Textiles (t),183,6
13619,22021,4022021,2017,Textiles (t),1.537,6
13620,22238,4022238,2017,Textiles (t),4.296,6
13621,22239,4022239,2017,Textiles (t),1.592,6
13622,22022,4022022,2017,Textiles (t),307,6
13623,22025,4022025,2017,Textiles (t),14.93,6
13624,22026,4022026,2017,Textiles (t),0.586,6
13625,,4022027,2017,Textiles (t),1.841,6
13626,22029,4022029,2017,Textiles (t),2.278,6
13627,,4022030,2017,Textiles (t),0.789,6
13628,22032,4022032,2017,Textiles (t),7.645,6
13629,22033,4022033,2017,Textiles (t),2.42,6
13630,22034,4022034,2017,Textiles (t),14.645,6
13631,22035,4022035,2017,Textiles (t),10.226,6
13632,22037,4022037,2017,Textiles (t),3.454,6
13633,22038,4022038,2017,Textiles (t),0.906,6
13634,22039,4022039,2017,Textiles (t),6.47,6
13635,22040,4022040,2017,Textiles (t),1.376,6
13636,,4022041,2017,Textiles (t),4.32,6
13637,22042,4022042,2017,Textiles (t),4.43,6
13638,22043,4022043,2017,Textiles (t),0.219,6
13639,22045,4022045,2017,Textiles (t),0.518,6
13640,22240,4022240,2017,Textiles (t),1.434,6
13641,,4022046,2017,Textiles (t),1.554,6
13642,22048,4022048,2017,Textiles (t),0.643,6
13643,22047,4022047,2017,Textiles (t),5.781,6
13644,22049,4022049,2017,Textiles (t),0.452,6
13645,22050,4022050,2017,Textiles (t),12.297,6
13646,22051,4022051,2017,Textiles (t),3.158,6
13647,22052,4022052,2017,Textiles (t),1.265,6
13648,22053,4022053,2017,Textiles (t),5.746,6
13649,22054,4022054,2017,Textiles (t),0.561,6
13650,22241,4022241,2017,Textiles (t),4.68,6
13651,22058,4022058,2017,Textiles (t),1.374,6
13652,22059,4022059,2017,Textiles (t),0.173,6
13653,22060,4022060,2017,Textiles (t),0.706,6
13654,22061,4022061,2017,Textiles (t),11.472,6
13655,22062,4022062,2017,Textiles (t),15.897,6
13656,,4022063,2017,Textiles (t),1.633,6
13657,22228,4022228,2017,Textiles (t),8.113,6
13658,22064,4022064,2017,Textiles (t),2.981,6
13659,,4022242,2017,Textiles (t),3.413,6
13660,22068,4022068,2017,Textiles (t),2.298,6
13661,,4022070,2017,Textiles (t),1.756,6
13662,22071,4022071,2017,Textiles (t),102,6
13663,22074,4022074,2017,Textiles (t),2.938,6
13664,22233,4022233,2017,Textiles (t),5.547,6
13665,22079,4022079,2017,Textiles (t),0.16,6
13666,,4022080,2017,Textiles (t),1.294,6
13667,22081,4022081,2017,Textiles (t),2.919,6
13668,,4022083,2017,Textiles (t),2.513,6
13669,,4022085,2017,Textiles (t),152,6
13670,22087,4022087,2017,Textiles (t),10.575,6
13671,,4022088,2017,Textiles (t),3.895,6
13672,22089,4022089,2017,Textiles (t),3.863,6
13673,,4022090,2017,Textiles (t),0.856,6
13674,22091,4022091,2017,Textiles (t),0.827,6
13675,22092,4022092,2017,Textiles (t),4.909,6
13676,22093,4022093,2017,Textiles (t),2.488,6
13677,22095,4022095,2017,Textiles (t),0.947,6
13678,22097,4022097,2017,Textiles (t),0.511,6
13679,22098,4022098,2017,Textiles (t),2.856,6
13680,22102,4022102,2017,Textiles (t),3,6
13681,22103,4022103,2017,Textiles (t),17.233,6
13682,22229,4022229,2017,Textiles (t),4.272,6
13683,22104,4022104,2017,Textiles (t),16.994,6
13684,22106,4022106,2017,Textiles (t),1.925,6
13685,22108,4022108,2017,Textiles (t),1.703,6
13686,,4022109,2017,Textiles (t),1.525,6
13687,22243,4022243,2017,Textiles (t),5.604,6
13688,,4022110,2017,Textiles (t),4.413,6
13689,,4022111,2017,Textiles (t),1.47,6
13690,22112,4022112,2017,Textiles (t),0.295,6
13691,22113,4022113,2017,Textiles (t),1.899,6
13692,22114,4022114,2017,Textiles (t),1.864,6
13693,22115,4022115,2017,Textiles (t),0.689,6
13694,22116,4022116,2017,Textiles (t),10.631,6
13695,22117,4022117,2017,Textiles (t),13.614,6
13696,22118,4022118,2017,Textiles (t),8.42,6
13697,22120,4022120,2017,Textiles (t),4.785,6
13698,22123,4022123,2017,Textiles (t),7.755,6
13699,22124,4022124,2017,Textiles (t),1.96,6
13700,,4022126,2017,Textiles (t),2.666,6
13701,22127,4022127,2017,Textiles (t),2.139,6
13702,22128,4022128,2017,Textiles (t),7.951,6
13703,22129,4022129,2017,Textiles (t),0.47,6
13704,22130,4022130,2017,Textiles (t),0.349,6
13705,22131,4022131,2017,Textiles (t),3.318,6
13706,,4022133,2017,Textiles (t),0.395,6
13707,,4022134,2017,Textiles (t),2.224,6
13708,22136,4022136,2017,Textiles (t),2.419,6
13709,22137,4022137,2017,Textiles (t),2.778,6
13710,22138,4022138,2017,Textiles (t),0.921,6
13711,22139,4022139,2017,Textiles (t),100.682,6
13712,,4022234,2017,Textiles (t),3.15,6
13713,22142,4022142,2017,Textiles (t),0.359,6
13714,22143,4022143,2017,Textiles (t),17.228,6
13715,22144,4022144,2017,Textiles (t),2.637,6
13716,,4022244,2017,Textiles (t),425,6
13717,,4022145,2017,Textiles (t),3.618,6
13718,22230,4022230,2017,Textiles (t),16.934,6
13719,22147,4022147,2017,Textiles (t),12.961,6
13720,,4022245,2017,Textiles (t),5.182,6
13721,22150,4022150,2017,Textiles (t),598,6
13722,,4022152,2017,Textiles (t),2.884,6
13723,22153,4022153,2017,Textiles (t),4.931,6
13724,,4022154,2017,Textiles (t),1.427,6
13725,22155,4022155,2017,Textiles (t),3.721,6
13726,22156,4022156,2017,Textiles (t),1.351,6
13727,22157,4022157,2017,Textiles (t),0.19,6
13728,22135,4022135,2017,Textiles (t),5.89,6
13729,22159,4022159,2017,Textiles (t),1.837,6
13730,,4022160,2017,Textiles (t),3.106,6
13731,22161,4022161,2017,Textiles (t),65.114,6
13732,,4022162,2017,Textiles (t),1.391,6
13733,22163,4022163,2017,Textiles (t),2.167,6
13734,22164,4022164,2017,Textiles (t),0.108,6
13735,22165,4022165,2017,Textiles (t),0.237,6
13736,22231,4022231,2017,Textiles (t),4.228,6
13737,,4022167,2017,Textiles (t),5.972,6
13738,,4022168,2017,Textiles (t),2.367,6
13739,22169,4022169,2017,Textiles (t),2.167,6
13740,22170,4022170,2017,Textiles (t),2.285,6
13741,22171,4022171,2017,Textiles (t),0.623,6
13742,22172,4022172,2017,Textiles (t),341,6
13743,22246,4022246,2017,Textiles (t),7.242,6
13744,22173,4022173,2017,Textiles (t),174,6
13745,,4022176,2017,Textiles (t),0.45,6
13746,22177,4022177,2017,Textiles (t),1.703,6
13747,22179,4022179,2017,Textiles (t),3.859,6
13748,22180,4022180,2017,Textiles (t),2.618,6
13749,22181,4022181,2017,Textiles (t),1.631,6
13750,22182,4022182,2017,Textiles (t),3.241,6
13751,22183,4022183,2017,Textiles (t),1006,6
13752,22184,4022184,2017,Textiles (t),1.836,6
13753,22188,4022188,2017,Textiles (t),0.886,6
13754,22189,4022189,2017,Textiles (t),0.251,6
13755,22190,4022190,2017,Textiles (t),1.801,6
13756,22191,4022191,2017,Textiles (t),101,6
13757,22193,4022193,2017,Textiles (t),1.815,6
13758,22195,4022195,2017,Textiles (t),1.858,6
13759,22196,4022196,2017,Textiles (t),8.16,6
13760,22199,4022199,2017,Textiles (t),7.839,6
13761,22200,4022200,2017,Textiles (t),317,6
13762,22202,4022202,2017,Textiles (t),0.312,6
13763,22203,4022203,2017,Textiles (t),6.4,6
13764,22247,4022247,2017,Textiles (t),4.727,6
13765,22205,4022205,2017,Textiles (t),336.33,6
13766,22232,4022232,2017,Textiles (t),2.728,6
13767,22209,4022209,2017,Textiles (t),191,6
13768,22210,4022210,2017,Textiles (t),6.62,6
13769,22248,4022248,2017,Textiles (t),9.972,6
13770,,4022211,2017,Textiles (t),2.456,6
13771,22213,4022213,2017,Textiles (t),4.995,6
13772,,4022216,2017,Textiles (t),168,6
13773,,4022217,2017,Textiles (t),4.142,6
13774,,4022249,2017,Textiles (t),11.203,6
13775,22222,4022222,2017,Textiles (t),6.814,6
13776,22224,4022224,2017,Textiles (t),64,6
13777,,4022225,2017,Textiles (t),3.374,6
13778,22226,4022226,2017,Textiles (t),508,6
13779,22001,4022001,2018,Textiles (t),32.28,6
13780,22002,4022002,2018,Textiles (t),5.947,6
13781,22003,4022003,2018,Textiles (t),12.712,6
13782,22235,4022235,2018,Textiles (t),738,6
13783,,4022236,2018,Textiles (t),1905,6
13784,22237,4022237,2018,Textiles (t),1.678,6
13785,22005,4022005,2018,Textiles (t),16.767,6
13786,22006,4022006,2018,Textiles (t),5.621,6
13787,22007,4022007,2018,Textiles (t),14.77,6
13788,,4022009,2018,Textiles (t),22.489,6
13789,22011,4022011,2018,Textiles (t),6.191,6
13790,22013,4022013,2018,Textiles (t),4.334,6
13791,22015,4022015,2018,Textiles (t),0.125,6
13792,22017,4022017,2018,Textiles (t),2.526,6
13793,22018,4022018,2018,Textiles (t),0.798,6
13794,22021,4022021,2018,Textiles (t),139,6
13795,22238,4022238,2018,Textiles (t),2.952,6
